"id","name","base_experience","height","weight","type 1","type 2","ability 1","ability 2","ability 3","move1","move2","move3","move4","hp","attack","defence","special attack","special defence","speed"
987,"flutter-mane",285,14,40,"ghost","fairy","protosynthesis",NA,NA,"psybeam"," hyper-beam"," thunderbolt"," thunder-wave",55,55,55,135,135,135
988,"slither-wing",285,32,920,"bug","fighting","protosynthesis",NA,NA,"gust"," whirlwind"," stomp"," body-slam",85,135,79,85,105,81
989,"sandy-shocks",285,23,600,"electric","ground","protosynthesis",NA,NA,"body-slam"," take-down"," supersonic"," hyper-beam",85,81,97,121,85,101
990,"iron-treads",285,9,2400,"ground","steel","quark-drive",NA,NA,"horn-attack"," body-slam"," take-down"," double-edge",90,112,120,72,70,106
991,"iron-bundle",285,6,110,"ice","water","quark-drive",NA,NA,"ice-punch"," body-slam"," take-down"," hydro-pump",56,80,114,124,60,136
992,"iron-hands",285,18,3807,"fighting","electric","quark-drive",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," swords-dance",154,140,108,50,68,50
993,"iron-jugulis",285,13,1110,"dark","flying","quark-drive",NA,NA,"fly"," body-slam"," take-down"," double-edge",94,80,86,122,80,108
994,"iron-moth",285,12,360,"fire","poison","quark-drive",NA,NA,"gust"," whirlwind"," take-down"," ember",80,70,60,140,110,110
995,"iron-thorns",285,16,3030,"rock","electric","quark-drive",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," swords-dance",100,134,110,70,84,72
996,"frigibax",64,5,170,"dragon","ice","thermal-exchange"," ice-body",NA,"swords-dance"," tackle"," body-slam"," take-down",65,75,45,35,45,55
997,"arctibax",148,8,300,"dragon","ice","thermal-exchange"," ice-body",NA,"swords-dance"," tackle"," body-slam"," take-down",90,95,66,45,65,62
998,"baxcalibur",300,21,2100,"dragon","ice","thermal-exchange"," ice-body",NA,"swords-dance"," tackle"," body-slam"," take-down",115,145,92,75,86,87
999,"gimmighoul-chest",60,3,50,"ghost",NA,"rattled",NA,NA,"tackle"," take-down"," night-shade"," confuse-ray",45,30,70,75,70,10
1000,"gholdengo",275,12,300,"steel","ghost","good-as-gold",NA,NA,"thunder-punch"," tackle"," take-down"," hyper-beam",87,60,95,133,91,84
1001,"wo-chien",285,15,742,"dark","grass","tablets-of-ruin",NA,NA,"body-slam"," take-down"," hyper-beam"," absorb",85,85,100,95,135,70
1002,"chien-pao",285,19,1522,"dark","ice","sword-of-ruin",NA,NA,"swords-dance"," take-down"," mist"," blizzard",80,120,80,90,65,135
1003,"ting-lu",285,27,6997,"dark","ground","vessel-of-ruin",NA,NA,"whirlwind"," stomp"," body-slam"," take-down",155,110,125,55,80,45
1004,"chi-yu",285,4,49,"dark","fire","beads-of-ruin",NA,NA,"take-down"," ember"," flamethrower"," hyper-beam",55,80,80,135,120,100
1005,"roaring-moon",295,20,3800,"dragon","dark","protosynthesis",NA,NA,"fly"," headbutt"," body-slam"," take-down",105,139,71,55,101,119
1006,"iron-valiant",295,14,350,"fairy","fighting","quark-drive",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," swords-dance",74,130,90,120,60,116
1007,"koraidon-apex-build",335,25,3030,"fighting","dragon","orichalcum-pulse",NA,NA,"swords-dance"," body-slam"," take-down"," double-edge",100,135,115,85,100,135
1008,"miraidon-ultimate-mode",335,35,2400,"electric","dragon","hadron-engine",NA,NA,"swords-dance"," body-slam"," take-down"," hyper-beam",100,85,100,135,115,135
1009,"walking-wake",295,35,2800,"water","dragon","protosynthesis",NA,NA,"body-slam"," take-down"," double-edge"," leer",99,83,91,125,83,109
1010,"iron-leaves",295,15,1250,"grass","psychic","quark-drive",NA,NA,"swords-dance"," take-down"," double-edge"," leer",90,130,88,70,108,104
1011,"dipplin",170,4,97,"grass","dragon","supersweet-syrup"," gluttony"," sticky-hold","body-slam"," take-down"," hyper-beam"," growth",80,80,110,95,80,40
1012,"poltchageist-counterfeit",62,1,11,"grass","ghost","hospitality"," heatproof",NA,"absorb"," mega-drain"," solar-beam"," stun-spore",40,45,45,74,54,50
1013,"sinistcha-unremarkable",178,2,22,"grass","ghost","hospitality"," heatproof",NA,"hyper-beam"," absorb"," mega-drain"," solar-beam",71,60,106,121,80,70
1014,"okidogi",278,18,922,"poison","fighting","toxic-chain"," guard-dog",NA,"fire-punch"," ice-punch"," thunder-punch"," body-slam",88,128,115,58,86,80
1015,"munkidori",278,10,122,"poison","psychic","toxic-chain"," frisk",NA,"scratch"," psybeam"," hyper-beam"," toxic",88,75,66,130,90,106
1016,"fezandipiti",278,14,301,"poison","fairy","toxic-chain"," technician",NA,"swords-dance"," wing-attack"," fly"," double-kick",88,91,82,70,125,99
1017,"ogerpon",275,12,398,"grass",NA,"defiant",NA,NA,"swords-dance"," slam"," vine-whip"," double-kick",80,120,84,60,96,110
1018,"archaludon",300,20,600,"steel","dragon","stamina"," sturdy"," stalwart","swords-dance"," body-slam"," take-down"," double-edge",90,105,130,125,65,85
1019,"hydrapple",270,18,930,"grass","dragon","supersweet-syrup"," regenerator"," sticky-hold","body-slam"," take-down"," double-edge"," hydro-pump",106,80,110,120,80,44
1020,"gouging-fire",295,35,5900,"fire","dragon","protosynthesis",NA,NA,"stomp"," double-kick"," body-slam"," take-down",105,115,121,65,93,91
1021,"raging-bolt",295,52,4800,"electric","dragon","protosynthesis",NA,NA,"stomp"," body-slam"," take-down"," double-edge",125,73,91,137,89,75
1022,"iron-boulder",295,15,1625,"rock","psychic","quark-drive",NA,NA,"swords-dance"," horn-attack"," body-slam"," take-down",90,120,80,68,108,124
1023,"iron-crown",295,16,1560,"steel","psychic","quark-drive",NA,NA,"swords-dance"," body-slam"," take-down"," double-edge",90,72,100,122,108,98
1024,"terapagos",90,2,65,"normal",NA,"tera-shift",NA,NA,"headbutt"," body-slam"," take-down"," double-edge",90,65,85,65,85,60
1025,"pecharunt",300,3,3,"poison","ghost","poison-puppeteer",NA,NA,"toxic"," night-shade"," recover"," withdraw",88,88,160,88,88,88
10001,"deoxys-attack",270,17,608,"psychic",NA,"pressure",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",50,180,20,180,20,150
10002,"deoxys-defense",270,17,608,"psychic",NA,"pressure",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",50,70,160,70,160,90
10003,"deoxys-speed",270,17,608,"psychic",NA,"pressure",NA,NA,"mega-punch"," fire-punch"," ice-punch"," thunder-punch",50,95,90,95,90,180
10004,"wormadam-sandy",148,5,65,"bug","ground","anticipation"," overcoat",NA,"gust"," tackle"," psybeam"," hyper-beam",60,79,105,59,85,36
10005,"wormadam-trash",148,5,65,"bug","steel","anticipation"," overcoat",NA,"gust"," tackle"," psybeam"," hyper-beam",60,69,95,69,95,36
10006,"shaymin-sky",270,4,52,"grass","flying","serene-grace",NA,NA,"swords-dance"," headbutt"," take-down"," double-edge",100,103,75,120,75,127
10007,"giratina-origin",340,69,6500,"ghost","dragon","levitate",NA,NA,"cut"," fly"," headbutt"," body-slam",150,120,100,120,100,90
10008,"rotom-heat",182,3,3,"electric","fire","levitate",NA,NA,"thunder-shock"," thunderbolt"," thunder-wave"," thunder",50,65,107,105,107,86
10009,"rotom-wash",182,3,3,"electric","water","levitate",NA,NA,"hydro-pump"," thunder-shock"," thunderbolt"," thunder-wave",50,65,107,105,107,86
10010,"rotom-frost",182,3,3,"electric","ice","levitate",NA,NA,"blizzard"," thunder-shock"," thunderbolt"," thunder-wave",50,65,107,105,107,86
10011,"rotom-fan",182,3,3,"electric","flying","levitate",NA,NA,"thunder-shock"," thunderbolt"," thunder-wave"," thunder",50,65,107,105,107,86
10012,"rotom-mow",182,3,3,"electric","grass","levitate",NA,NA,"thunder-shock"," thunderbolt"," thunder-wave"," thunder",50,65,107,105,107,86
10013,"castform-sunny",147,3,8,"fire",NA,"forecast",NA,NA,"headbutt"," tackle"," body-slam"," double-edge",70,70,70,70,70,70
10014,"castform-rainy",147,3,8,"water",NA,"forecast",NA,NA,"headbutt"," tackle"," body-slam"," double-edge",70,70,70,70,70,70
10015,"castform-snowy",147,3,8,"ice",NA,"forecast",NA,NA,"headbutt"," tackle"," body-slam"," double-edge",70,70,70,70,70,70
10016,"basculin-blue-striped",161,10,180,"water",NA,"rock-head"," adaptability"," mold-breaker","cut"," headbutt"," tackle"," take-down",70,92,65,80,55,98
10017,"darmanitan-zen",189,13,929,"fire","psychic","sheer-force"," zen-mode",NA,"mega-punch"," fire-punch"," mega-kick"," headbutt",105,30,105,140,105,55
10018,"meloetta-pirouette",270,6,65,"normal","fighting","serene-grace",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," swords-dance",100,128,90,77,77,128
10019,"tornadus-therian",290,14,630,"flying",NA,"regenerator",NA,NA,"gust"," fly"," body-slam"," take-down",79,100,80,110,90,121
10020,"thundurus-therian",290,30,610,"electric","flying","volt-absorb",NA,NA,"thunder-punch"," fly"," body-slam"," take-down",79,105,70,145,80,101
10021,"landorus-therian",300,13,680,"ground","flying","intimidate",NA,NA,"swords-dance"," fly"," body-slam"," take-down",89,145,90,105,80,91
10022,"kyurem-black",350,33,3250,"dragon","ice","teravolt",NA,NA,"cut"," fly"," body-slam"," take-down",125,170,100,120,90,95
10023,"kyurem-white",350,36,3250,"dragon","ice","turboblaze",NA,NA,"cut"," fly"," body-slam"," take-down",125,120,90,170,100,95
10024,"keldeo-resolute",290,14,485,"water","fighting","justified",NA,NA,"swords-dance"," cut"," double-kick"," take-down",91,72,90,129,90,108
10025,"meowstic-female",163,6,85,"psychic",NA,"keen-eye"," infiltrator"," competitive","pay-day"," scratch"," cut"," leer",74,48,76,83,81,104
10026,"aegislash-blade",250,17,530,"steel","ghost","stance-change",NA,NA,"swords-dance"," cut"," tackle"," hyper-beam",60,140,50,140,50,60
10027,"pumpkaboo-small",67,3,35,"ghost","grass","pickup"," frisk"," insomnia","disable"," flamethrower"," leech-seed"," razor-leaf",44,66,70,44,55,56
10028,"pumpkaboo-large",67,5,75,"ghost","grass","pickup"," frisk"," insomnia","disable"," flamethrower"," leech-seed"," razor-leaf",54,66,70,44,55,46
10029,"pumpkaboo-super",67,8,150,"ghost","grass","pickup"," frisk"," insomnia","disable"," flamethrower"," leech-seed"," razor-leaf",59,66,70,44,55,41
10030,"gourgeist-small",173,7,95,"ghost","grass","pickup"," frisk"," insomnia","flamethrower"," hyper-beam"," leech-seed"," razor-leaf",55,85,122,58,75,99
10031,"gourgeist-large",173,11,140,"ghost","grass","pickup"," frisk"," insomnia","flamethrower"," hyper-beam"," leech-seed"," razor-leaf",75,95,122,58,75,69
10032,"gourgeist-super",173,17,390,"ghost","grass","pickup"," frisk"," insomnia","flamethrower"," hyper-beam"," leech-seed"," razor-leaf",85,100,122,58,75,54
10033,"venusaur-mega",281,24,1555,"grass","poison","thick-fat",NA,NA,"swords-dance"," cut"," bind"," vine-whip",80,100,123,122,120,80
10034,"charizard-mega-x",285,17,1105,"fire","dragon","tough-claws",NA,NA,"fire-punch"," thunder-punch"," scratch"," swords-dance",78,130,111,130,85,100
10035,"charizard-mega-y",285,17,1005,"fire","flying","drought",NA,NA,"fire-punch"," thunder-punch"," scratch"," swords-dance",78,104,78,159,115,100
10036,"blastoise-mega",284,16,1011,"water",NA,"mega-launcher",NA,NA,"ice-punch"," headbutt"," tackle"," tail-whip",79,103,120,135,115,78
10037,"alakazam-mega",270,12,480,"psychic",NA,"trace",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," headbutt",55,50,65,175,105,150
10038,"gengar-mega",270,14,405,"ghost","poison","shadow-tag",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," headbutt",60,65,80,170,95,130
10039,"kangaskhan-mega",207,22,1000,"normal",NA,"parental-bond",NA,NA,"comet-punch"," mega-punch"," fire-punch"," ice-punch",105,125,100,60,100,100
10040,"pinsir-mega",210,17,590,"bug","flying","aerilate",NA,NA,"vice-grip"," guillotine"," swords-dance"," cut",65,155,120,65,90,105
10041,"gyarados-mega",224,65,3050,"water","dark","mold-breaker",NA,NA,"bind"," headbutt"," thrash"," leer",95,155,109,70,130,81
10042,"aerodactyl-mega",215,21,790,"rock","flying","tough-claws",NA,NA,"wing-attack"," whirlwind"," fly"," headbutt",80,135,85,70,95,150
10043,"mewtwo-mega-x",351,23,1270,"psychic","fighting","steadfast",NA,NA,"pay-day"," fire-punch"," ice-punch"," thunder-punch",106,190,100,154,100,130
10044,"mewtwo-mega-y",351,15,330,"psychic",NA,"insomnia",NA,NA,"pay-day"," fire-punch"," ice-punch"," thunder-punch",106,150,70,194,120,140
10045,"ampharos-mega",275,14,615,"electric","dragon","mold-breaker",NA,NA,"fire-punch"," thunder-punch"," tackle"," take-down",90,95,105,165,110,45
10046,"scizor-mega",210,20,1250,"bug","steel","technician",NA,NA,"razor-wind"," swords-dance"," cut"," leer",70,150,140,65,100,75
10047,"heracross-mega",210,17,625,"bug","fighting","skill-link",NA,NA,"swords-dance"," cut"," horn-attack"," fury-attack",80,185,115,40,105,75
10048,"houndoom-mega",210,19,495,"dark","fire","solar-power",NA,NA,"leer"," bite"," roar"," ember",75,90,90,140,90,115
10049,"tyranitar-mega",315,25,2550,"rock","dark","sand-stream",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," cut",100,164,150,95,120,71
10050,"blaziken-mega",284,19,520,"fire","fighting","speed-boost",NA,NA,"fire-punch"," thunder-punch"," scratch"," swords-dance",80,160,80,130,80,100
10051,"gardevoir-mega",278,16,484,"psychic","fairy","pixilate",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," growl",68,85,65,165,135,100
10052,"mawile-mega",168,10,235,"steel","fairy","huge-power",NA,NA,"ice-punch"," thunder-punch"," vice-grip"," swords-dance",50,105,125,55,95,50
10053,"aggron-mega",284,22,3950,"steel",NA,"filter",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," cut",70,140,230,60,80,50
10054,"medicham-mega",179,13,315,"fighting","psychic","pure-power",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," hyper-beam",60,100,85,80,85,100
10055,"manectric-mega",201,18,440,"electric",NA,"intimidate",NA,NA,"tackle"," leer"," bite"," roar",70,75,80,135,80,135
10056,"banette-mega",194,12,130,"ghost",NA,"prankster",NA,NA,"hyper-beam"," thunderbolt"," thunder-wave"," thunder",64,165,75,93,83,75
10057,"absol-mega",198,12,490,"dark",NA,"magic-bounce",NA,NA,"scratch"," razor-wind"," swords-dance"," cut",65,150,60,115,60,115
10058,"garchomp-mega",315,19,950,"dragon","ground","sand-force",NA,NA,"swords-dance"," cut"," sand-attack"," tackle",108,170,115,120,95,92
10059,"lucario-mega",219,13,575,"fighting","steel","adaptability",NA,NA,"ice-punch"," thunder-punch"," swords-dance"," roar",70,145,88,140,70,112
10060,"abomasnow-mega",208,27,1850,"grass","ice","snow-warning",NA,NA,"ice-punch"," swords-dance"," leer"," mist",90,132,105,132,105,30
10061,"floette-eternal",243,2,9,"fairy",NA,"flower-veil"," symbiosis",NA,"vine-whip"," tackle"," razor-leaf"," solar-beam",74,65,67,125,128,92
10062,"latias-mega",315,18,520,"dragon","psychic","levitate",NA,NA,"cut"," fly"," roar"," surf",80,100,120,140,150,110
10063,"latios-mega",315,23,700,"dragon","psychic","levitate",NA,NA,"cut"," fly"," roar"," surf",80,130,100,160,120,110
10064,"swampert-mega",286,19,1020,"water","ground","swift-swim",NA,NA,"ice-punch"," tackle"," take-down"," growl",100,150,110,95,110,70
10065,"sceptile-mega",284,19,552,"grass","dragon","lightning-rod",NA,NA,"pound"," thunder-punch"," swords-dance"," cut",70,110,75,145,85,145
10066,"sableye-mega",168,5,1610,"dark","ghost","magic-bounce",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," scratch",50,85,125,85,115,20
10067,"altaria-mega",207,15,206,"dragon","fairy","pixilate",NA,NA,"fly"," fury-attack"," take-down"," growl",75,110,110,110,105,80
10068,"gallade-mega",278,16,564,"psychic","fighting","inner-focus",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," swords-dance",68,165,95,65,115,110
10069,"audino-mega",425,15,320,"normal","fairy","healer",NA,NA,"pound"," double-slap"," fire-punch"," ice-punch",103,60,126,80,126,50
10070,"sharpedo-mega",196,25,1303,"water","dark","strong-jaw",NA,NA,"leer"," bite"," roar"," surf",70,140,70,110,65,105
10071,"slowbro-mega",207,20,1200,"water","psychic","shell-armor",NA,NA,"pay-day"," ice-punch"," stomp"," headbutt",95,75,180,130,80,30
10072,"steelix-mega",214,105,7400,"steel","ground","sand-force",NA,NA,"cut"," bind"," slam"," tackle",75,125,230,55,95,30
10073,"pidgeot-mega",261,22,505,"normal","flying","no-guard",NA,NA,"razor-wind"," gust"," wing-attack"," whirlwind",83,80,80,135,80,121
10074,"glalie-mega",203,21,3502,"ice",NA,"refrigerate",NA,NA,"headbutt"," leer"," bite"," ice-beam",80,120,80,120,80,100
10075,"diancie-mega",315,11,278,"rock","fairy","magic-bounce",NA,NA,"tackle"," hyper-beam"," rock-throw"," toxic",50,160,110,160,110,110
10076,"metagross-mega",315,25,9429,"steel","psychic","tough-claws",NA,NA,"ice-punch"," thunder-punch"," cut"," take-down",80,145,150,105,110,110
10077,"kyogre-primal",347,98,4300,"water",NA,"primordial-sea",NA,NA,"body-slam"," double-edge"," roar"," hydro-pump",100,150,90,180,160,90
10078,"groudon-primal",347,50,9997,"ground","fire","desolate-land",NA,NA,"fire-punch"," thunder-punch"," swords-dance"," cut",100,180,160,150,90,90
10079,"rayquaza-mega",351,108,3920,"dragon","flying","delta-stream",NA,NA,"swords-dance"," fly"," bind"," roar",105,180,100,180,100,115
10080,"pikachu-rock-star",112,4,60,"electric",NA,"static"," lightning-rod",NA,"thunder-punch"," slam"," tail-whip"," growl",35,55,40,50,50,90
10081,"pikachu-belle",112,4,60,"electric",NA,"static"," lightning-rod",NA,"thunder-punch"," slam"," tail-whip"," growl",35,55,40,50,50,90
10082,"pikachu-pop-star",112,4,60,"electric",NA,"static"," lightning-rod",NA,"thunder-punch"," slam"," tail-whip"," growl",35,55,40,50,50,90
10083,"pikachu-phd",112,4,60,"electric",NA,"static"," lightning-rod",NA,"thunder-punch"," slam"," tail-whip"," growl",35,55,40,50,50,90
10084,"pikachu-libre",112,4,60,"electric",NA,"static"," lightning-rod",NA,"thunder-punch"," slam"," tail-whip"," growl",35,55,40,50,50,90
10085,"pikachu-cosplay",112,4,60,"electric",NA,"static"," lightning-rod",NA,"thunder-punch"," slam"," tail-whip"," growl",35,55,40,50,50,90
10086,"hoopa-unbound",306,65,4900,"psychic","dark","magician",NA,NA,"fire-punch"," ice-punch"," thunder-punch"," take-down",80,160,60,170,130,80
10087,"camerupt-mega",196,25,3205,"fire","ground","sheer-force",NA,NA,"tackle"," take-down"," growl"," roar",70,120,100,145,105,20
10088,"lopunny-mega",203,13,283,"normal","fighting","scrappy",NA,NA,"pound"," fire-punch"," ice-punch"," thunder-punch",65,136,94,54,96,135
10089,"salamence-mega",315,18,1126,"dragon","flying","aerilate",NA,NA,"cut"," fly"," headbutt"," double-edge",95,145,130,120,90,120
10090,"beedrill-mega",223,14,405,"bug","poison","adaptability",NA,NA,"swords-dance"," cut"," headbutt"," fury-attack",65,150,40,15,80,145
10091,"rattata-alola",51,3,38,"dark","normal","gluttony"," hustle"," thick-fat","headbutt"," tackle"," double-edge"," tail-whip",30,56,35,25,35,72
10092,"raticate-alola",145,7,255,"dark","normal","gluttony"," hustle"," thick-fat","swords-dance"," headbutt"," tackle"," double-edge",75,71,70,40,80,77
10093,"raticate-totem-alola",145,14,1050,"dark","normal","gluttony"," hustle"," thick-fat","swords-dance"," tackle"," double-edge"," tail-whip",75,71,70,40,80,77
10094,"pikachu-original-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10095,"pikachu-hoenn-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10096,"pikachu-sinnoh-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10097,"pikachu-unova-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10098,"pikachu-kalos-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10099,"pikachu-alola-cap",112,4,60,"electric",NA,"static"," lightning-rod",NA,"mega-punch"," pay-day"," thunder-punch"," slam",35,55,40,50,50,90
10100,"raichu-alola",243,7,210,"electric","psychic","surge-surfer",NA,NA,"mega-punch"," pay-day"," thunder-punch"," slam",60,85,50,95,85,110
10101,"sandshrew-alola",60,7,400,"ice","steel","snow-cloak"," slush-rush",NA,"ice-punch"," scratch"," swords-dance"," headbutt",50,75,90,10,35,40
10102,"sandslash-alola",158,12,550,"ice","steel","snow-cloak"," slush-rush",NA,"ice-punch"," scratch"," swords-dance"," headbutt",75,100,120,25,65,65
10103,"vulpix-alola",60,6,99,"ice",NA,"snow-cloak"," snow-warning",NA,"headbutt"," tackle"," body-slam"," take-down",38,41,40,50,65,65
10104,"ninetales-alola",177,11,199,"ice","fairy","snow-cloak"," snow-warning",NA,"headbutt"," tackle"," body-slam"," take-down",73,67,75,81,100,109
10105,"diglett-alola",53,2,10,"ground","steel","sand-veil"," tangling-hair"," sand-force","scratch"," swords-dance"," sand-attack"," headbutt",10,55,30,35,45,90
10106,"dugtrio-alola",149,7,666,"ground","steel","sand-veil"," tangling-hair"," sand-force","scratch"," swords-dance"," sand-attack"," headbutt",35,100,60,50,70,110
10107,"meowth-alola",58,4,42,"dark",NA,"pickup"," technician"," rattled","pay-day"," scratch"," headbutt"," body-slam",40,35,35,50,40,90
10108,"persian-alola",154,11,330,"dark",NA,"fur-coat"," technician"," rattled","pay-day"," scratch"," headbutt"," body-slam",65,60,60,75,65,115
10109,"geodude-alola",60,4,203,"rock","electric","magnet-pull"," sturdy"," galvanize","fire-punch"," thunder-punch"," headbutt"," tackle",40,80,100,30,30,20
10110,"graveler-alola",137,10,1100,"rock","electric","magnet-pull"," sturdy"," galvanize","fire-punch"," thunder-punch"," headbutt"," tackle",55,95,115,45,45,35
10111,"golem-alola",223,17,3160,"rock","electric","magnet-pull"," sturdy"," galvanize","mega-punch"," fire-punch"," thunder-punch"," headbutt",80,120,130,55,65,45
10112,"grimer-alola",65,7,420,"poison","dark","poison-touch"," gluttony"," power-of-alchemy","pound"," fire-punch"," ice-punch"," thunder-punch",80,80,50,40,50,25
10113,"muk-alola",175,10,520,"poison","dark","poison-touch"," gluttony"," power-of-alchemy","pound"," fire-punch"," ice-punch"," thunder-punch",105,105,75,65,100,50
10114,"exeggutor-alola",186,109,4156,"grass","dragon","frisk"," harvest",NA,"swords-dance"," headbutt"," body-slam"," take-down",95,105,85,125,75,45
10115,"marowak-alola",149,10,340,"fire","ghost","cursed-body"," lightning-rod"," rock-head","mega-punch"," fire-punch"," thunder-punch"," swords-dance",60,80,110,50,80,45
10116,"greninja-battle-bond",239,15,400,"water","dark","battle-bond",NA,NA,"pound"," ice-punch"," growl"," hydro-pump",72,95,67,103,71,122
10117,"greninja-ash",288,15,400,"water","dark","battle-bond",NA,NA,"pound"," ice-punch"," swords-dance"," take-down",72,145,67,153,71,132
10118,"zygarde-10-power-construct",243,12,335,"dragon","ground","power-construct",NA,NA,"bind"," body-slam"," bite"," hyper-beam",54,100,71,61,85,115
10119,"zygarde-50-power-construct",300,50,3050,"dragon","ground","power-construct",NA,NA,"bind"," body-slam"," bite"," hyper-beam",108,100,121,81,95,95
10120,"zygarde-complete",354,45,6100,"dragon","ground","power-construct",NA,NA,"bind"," body-slam"," bite"," hyper-beam",216,100,121,91,95,85
10121,"gumshoos-totem",146,14,600,"normal",NA,"stakeout"," strong-jaw"," adaptability","fire-punch"," ice-punch"," thunder-punch"," sand-attack",88,110,60,55,60,45
10122,"vikavolt-totem",225,26,1475,"bug","electric","levitate",NA,NA,"vice-grip"," guillotine"," bite"," hyper-beam",77,70,90,145,75,43
10123,"oricorio-pom-pom",167,6,34,"electric","flying","dancer",NA,NA,"pound"," double-slap"," swords-dance"," fly",75,70,70,98,70,93
10124,"oricorio-pau",167,6,34,"psychic","flying","dancer",NA,NA,"pound"," double-slap"," swords-dance"," fly",75,70,70,98,70,93
10125,"oricorio-sensu",167,6,34,"ghost","flying","dancer",NA,NA,"pound"," double-slap"," swords-dance"," fly",75,70,70,98,70,93
10126,"lycanroc-midnight",170,11,250,"rock",NA,"keen-eye"," vital-spirit"," no-guard","mega-punch"," fire-punch"," thunder-punch"," swords-dance",85,115,75,55,75,82
10127,"wishiwashi-school",217,82,786,"water",NA,"schooling",NA,NA,"take-down"," double-edge"," growl"," mist",45,140,130,140,135,30
10128,"lurantis-totem",168,15,580,"grass",NA,"leaf-guard"," contrary",NA,"swords-dance"," hyper-beam"," growth"," razor-leaf",70,105,90,80,90,45
10129,"salazzle-totem",168,21,810,"poison","fire","corrosion"," oblivious",NA,"pound"," double-slap"," disable"," ember",68,64,60,111,60,117
10130,"minior-orange-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
10131,"minior-yellow-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
10132,"minior-green-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
10133,"minior-blue-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
10134,"minior-indigo-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
10135,"minior-violet-meteor",154,3,400,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,60,100,60,100,60
10136,"minior-red",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10137,"minior-orange",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10138,"minior-yellow",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10139,"minior-green",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10140,"minior-blue",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10141,"minior-indigo",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10142,"minior-violet",175,3,3,"rock","flying","shields-down",NA,NA,"tackle"," take-down"," double-edge"," hyper-beam",60,100,60,100,60,120
10143,"mimikyu-busted",167,2,7,"ghost","fairy","disguise",NA,NA,"scratch"," swords-dance"," take-down"," surf",55,90,80,50,105,96
10144,"mimikyu-totem-disguised",167,4,28,"ghost","fairy","disguise",NA,NA,"scratch"," swords-dance"," hyper-beam"," thunderbolt",55,90,80,50,105,96
10145,"mimikyu-totem-busted",167,4,28,"ghost","fairy","disguise",NA,NA,"scratch"," swords-dance"," surf"," hyper-beam",55,90,80,50,105,96
10146,"kommo-o-totem",270,24,2075,"dragon","fighting","bulletproof"," soundproof"," overcoat","fire-punch"," ice-punch"," thunder-punch"," swords-dance",75,110,125,100,105,85
